i1,i2,i3,i4,i5,i6,i7,i8,i9,i10,i11,i12,i13,i14,i15,i16,i17,i18,i19,i20,i21,i22,i23,i24,i25,i26,i27,i28,i29,i30,i31,i32,i33,i34,i35,i36,i37,i38,i39,i40,i41,i42,i43,i44,i45,i46,i47,i48,i49,i50,i51,i52,i53,i54,i55,i56,i57,i58,i59,i60,i61,i62,i63,i64,i65,i66,i67,Recid,o1,o2,o3
3,NA,1,NA,NA,1,0,0,0,NA,0,NA,0,0,NA,NA,2,0,3,0,NA,0,0,NA,NA,NA,NA,NA,5,4,3,2,0,0,2,0,0,0,NA,NA,0,0,0,NA,NA,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1202,NA,1,NA
3,NA,2,1,1,1,0,0,0,NA,0,NA,0,0,3,2,5,2,1,0,0,0,0,0,NA,NA,NA,NA,4,NA,4,NA,2,NA,3,NA,0,NA,NA,NA,0,0,0,NA,2,6,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1203,NA,1,NA
2,NA,0,2,2,1,0,0,0,NA,0,NA,0,0,0,0,0,0,2,0,0,0,0,0,NA,NA,NA,NA,4,NA,4,NA,4,NA,4,NA,0,NA,NA,NA,0,0,0,NA,0,4,4,NA,NA,0,2,2,5,6,1,0,0,0,0,4,3,0,2,2,2,NA,NA,1204,NA,1,NA
1,NA,0,3,3,1,0,0,0,NA,0,NA,0,0,2,2,2,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,0,NA,1,5,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1205,NA,1,NA
2,NA,2,1,1,NA,0,0,1,0,0,0,0,0,0,0,0,0,NA,0,0,NA,0,0,NA,NA,NA,NA,4,4,5,2,0,0,4,0,0,0,NA,NA,0,0,0,0,0,6,7,NA,NA,0,1,1,5,5,0,0,0,0,0,3,3,0,0,2,0,NA,NA,1206,NA,1,NA
3,NA,0,4,3,2,0,0,0,NA,0,NA,0,NA,3,NA,4,0,2,0,0,0,0,0,NA,NA,NA,NA,5,NA,5,NA,0,NA,4,NA,0,NA,NA,NA,0,0,0,NA,0,5,9,NA,NA,NA,NA,2,NA,5,NA,0,1,NA,0,NA,3,NA,0,NA,0,NA,NA,1207,NA,1,NA
3,NA,0,0,1,2,0,0,0,0,0,0,0,0,0,3,5,0,3,0,0,0,0,0,NA,NA,NA,NA,5,NA,4,NA,0,NA,2,NA,0,NA,NA,NA,0,0,0,0,NA,7,7,NA,NA,NA,NA,2,NA,4,NA,NA,0,NA,NA,NA,0,NA,0,NA,0,NA,NA,1208,NA,1,NA
3,NA,1,0,1,1,0,0,0,NA,0,NA,0,0,0,0,NA,NA,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,2,7,6,NA,NA,0,NA,NA,6,NA,0,0,NA,0,NA,4,NA,3,NA,0,NA,NA,NA,1209,NA,1,NA
3,NA,0,0,0,0,0,0,0,0,0,0,NA,0,0,2,0,0,NA,0,0,0,0,0,NA,NA,NA,NA,NA,4,NA,3,NA,0,NA,0,NA,0,NA,NA,0,0,0,NA,NA,2,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1210,NA,1,NA
3,NA,1,2,2,2,0,0,0,NA,0,NA,NA,NA,0,0,2,0,2,0,0,0,0,0,NA,NA,NA,NA,5,4,4,0,0,0,3,3,0,NA,NA,NA,1,0,0,NA,2,8,6,NA,NA,0,1,2,5,NA,0,0,NA,0,1,5,NA,0,NA,4,NA,NA,NA,1211,NA,1,NA
3,NA,1,2,2,1,0,0,0,NA,0,NA,0,0,3,0,4,0,3,0,0,0,0,0,NA,NA,NA,NA,5,NA,4,NA,2,NA,0,NA,0,NA,NA,NA,0,0,0,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1212,NA,1,NA
3,NA,0,NA,NA,2,0,0,0,NA,0,NA,NA,0,NA,0,4,2,2,0,NA,0,0,0,NA,NA,NA,NA,4,4,5,4,NA,NA,0,0,0,0,NA,NA,0,0,0,0,2,7,7,NA,NA,0,NA,NA,NA,NA,0,0,NA,0,1,NA,NA,NA,NA,NA,NA,NA,NA,1213,NA,1,NA
3,NA,1,NA,1,1,0,0,0,NA,0,NA,0,0,NA,0,3,0,2,2,0,0,0,0,NA,NA,NA,NA,5,NA,5,NA,0,NA,0,NA,0,NA,NA,NA,0,0,0,NA,3,7,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1214,NA,1,NA
3,NA,0,3,2,1,0,0,0,NA,0,NA,0,0,3,0,3,0,3,3,1,0,0,0,NA,NA,NA,NA,5,4,4,3,0,0,5,0,0,0,NA,NA,NA,NA,0,NA,2,7,7,NA,NA,1,1,2,6,4,0,0,0,0,NA,4,0,1,0,3,0,NA,NA,1215,NA,1,NA
3,NA,1,1,2,2,0,0,0,NA,0,NA,0,0,0,2,4,1,2,0,0,0,0,0,NA,NA,NA,NA,5,5,4,3,0,0,0,0,0,NA,NA,NA,0,0,0,0,0,7,9,NA,NA,1,NA,1,5,4,0,0,0,0,0,5,0,0,0,4,3,NA,NA,1216,NA,1,NA
3,NA,2,0,1,1,0,0,0,0,0,0,0,0,0,0,3,1,2,NA,0,NA,NA,0,NA,NA,NA,NA,4,4,6,4,1,1,6,2,1,1,NA,NA,0,0,0,NA,2,7,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1217,NA,1,NA
3,NA,2,2,1,1,0,0,0,NA,0,NA,NA,NA,0,2,5,2,0,0,0,0,0,0,NA,NA,NA,NA,4,4,4,2,0,0,3,0,0,0,NA,NA,0,0,0,NA,NA,7,9,NA,NA,0,2,1,6,NA,0,0,0,0,NA,4,NA,1,NA,2,2,NA,NA,1218,NA,1,NA
3,NA,2,1,1,0,0,0,0,NA,0,NA,0,NA,2,3,0,0,0,0,0,0,0,0,NA,NA,NA,NA,4,4,3,2,0,3,0,0,0,0,NA,NA,0,0,0,0,0,2,3,NA,NA,2,1,2,5,6,0,0,0,1,1,3,4,0,2,0,0,NA,NA,1219,NA,1,NA
3,NA,0,2,1,1,0,0,0,NA,0,NA,0,0,2,0,4,2,2,2,2,0,0,0,NA,NA,NA,NA,5,4,5,4,1,1,0,0,0,0,NA,NA,1,1,0,NA,2,7,9,NA,NA,NA,NA,2,NA,6,NA,7,0,NA,1,NA,4,NA,2,NA,0,NA,NA,1220,NA,1,NA
3,NA,0,3,3,3,0,0,0,NA,0,0,0,NA,3,3,3,2,2,0,0,0,0,0,NA,NA,NA,NA,5,4,5,4,0,NA,3,2,0,0,NA,NA,0,1,0,NA,2,9,7,NA,NA,NA,NA,1,NA,5,NA,NA,0,NA,NA,NA,2,NA,0,NA,0,NA,NA,1221,NA,1,NA
3,NA,0,2,1,2,0,0,0,NA,0,NA,0,NA,2,4,4,2,NA,0,0,0,0,0,NA,NA,NA,NA,4,4,5,4,0,1,0,0,0,0,NA,NA,1,1,0,NA,2,7,9,NA,NA,3,1,NA,5,5,1,1,0,0,0,5,1,0,0,3,2,NA,NA,1222,NA,1,NA
3,NA,2,2,3,2,0,0,0,NA,0,NA,0,NA,3,0,4,1,3,0,0,0,0,0,NA,NA,NA,NA,5,NA,4,NA,1,NA,0,0,NA,NA,NA,NA,0,0,0,NA,0,8,9,NA,NA,1,1,1,5,4,2,0,NA,0,0,3,0,0,0,3,3,NA,NA,1223,NA,1,NA
3,NA,0,1,2,2,0,0,0,NA,0,NA,0,0,0,0,4,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,8,4,NA,NA,NA,NA,2,NA,5,NA,NA,0,NA,0,NA,2,NA,0,NA,0,NA,NA,1224,NA,1,NA
3,NA,0,0,1,1,0,0,0,0,0,0,0,0,0,2,4,1,2,0,0,0,0,0,NA,NA,NA,NA,4,4,4,3,1,1,0,0,0,0,NA,NA,1,0,0,0,2,7,9,NA,NA,NA,NA,1,NA,5,NA,NA,0,NA,0,NA,2,NA,0,NA,3,NA,NA,1225,NA,1,NA
3,NA,0,2,0,1,0,0,1,0,0,0,0,0,2,6,3,0,0,NA,NA,0,0,NA,NA,NA,NA,NA,4,4,4,4,0,0,0,0,0,0,NA,NA,0,0,0,0,0,8,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1226,NA,1,NA
3,NA,1,2,2,2,0,0,0,NA,0,NA,0,0,0,0,0,0,2,0,0,0,0,0,NA,NA,NA,NA,4,4,4,2,0,0,0,0,0,0,NA,NA,0,1,0,0,3,7,7,NA,NA,2,1,1,5,5,3,0,0,0,1,5,3,0,0,0,0,NA,NA,1227,NA,1,NA
3,NA,1,1,1,NA,0,0,0,NA,0,NA,0,NA,3,2,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,5,4,5,4,0,0,6,0,0,NA,NA,NA,0,0,0,NA,4,7,9,NA,NA,3,2,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,0,0,NA,NA,1228,NA,1,NA
3,NA,NA,2,2,1,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,4,4,4,2,0,0,0,0,0,0,NA,NA,1,0,0,0,0,2,3,NA,NA,0,1,1,5,4,0,0,0,0,0,4,0,0,0,0,0,NA,NA,1229,NA,1,NA
3,NA,2,2,3,2,0,0,0,NA,0,0,0,0,3,0,3,3,2,2,2,4,0,0,NA,NA,NA,NA,5,4,4,3,0,0,0,0,0,0,NA,NA,2,1,0,NA,3,6,4,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,0,NA,5,NA,0,NA,4,NA,NA,1230,NA,1,NA
3,NA,0,0,0,1,0,0,0,NA,0,0,0,NA,0,0,3,1,3,2,0,0,0,0,NA,NA,NA,NA,4,4,5,4,2,0,0,0,0,0,NA,NA,0,0,0,NA,2,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,1231,NA,1,NA
NA,NA,0,1,1,1,0,0,0,NA,0,NA,0,0,0,0,0,0,3,2,NA,0,0,NA,NA,NA,NA,NA,NA,4,NA,4,NA,1,NA,3,NA,0,NA,NA,0,1,0,0,NA,7,9,NA,NA,1,1,2,5,4,0,0,0,0,0,5,0,0,0,0,0,NA,NA,1232,NA,1,NA
3,NA,1,NA,1,1,0,0,0,1,0,0,0,NA,0,2,2,0,0,0,0,0,0,0,NA,NA,NA,NA,5,5,4,2,0,0,0,0,0,0,NA,NA,0,1,0,0,0,8,8,NA,NA,1,1,NA,6,5,2,0,0,1,1,4,3,1,0,0,0,NA,NA,1233,NA,1,NA
3,NA,1,1,1,1,0,0,0,NA,0,NA,NA,NA,0,2,3,0,3,0,0,0,0,0,NA,NA,NA,NA,5,NA,5,NA,0,NA,0,NA,0,NA,NA,NA,0,1,0,NA,1,7,9,NA,NA,2,2,NA,5,NA,2,0,NA,1,NA,4,NA,0,NA,0,NA,NA,NA,1234,NA,1,NA
3,NA,NA,1,1,1,NA,NA,0,NA,0,NA,0,0,0,0,2,0,2,0,NA,0,0,NA,NA,NA,NA,NA,5,4,5,0,0,0,0,0,0,0,NA,NA,0,0,0,NA,1,7,6,NA,NA,0,1,NA,5,NA,0,0,NA,0,NA,4,NA,0,NA,0,NA,NA,NA,1235,NA,1,NA
NA,NA,0,0,1,1,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,NA,NA,NA,NA,5,4,4,4,0,0,0,0,0,0,NA,NA,0,0,0,0,0,8,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,1236,NA,1,NA
3,NA,1,2,2,2,0,0,0,NA,0,NA,0,0,2,2,6,1,2,0,0,0,0,0,NA,NA,NA,NA,5,4,4,2,1,0,4,0,0,0,NA,NA,0,0,0,NA,0,8,9,NA,NA,0,1,1,5,4,0,0,0,0,0,4,0,0,0,4,NA,NA,NA,1237,NA,1,NA
NA,NA,NA,NA,2,2,NA,0,0,NA,0,NA,NA,0,NA,2,3,0,0,2,0,0,0,0,NA,NA,NA,NA,5,4,5,3,1,0,7,0,0,0,NA,NA,0,0,0,NA,2,7,6,NA,NA,NA,NA,2,NA,5,NA,NA,0,NA,0,NA,2,NA,0,NA,3,NA,NA,1238,NA,1,NA
3,NA,0,0,1,1,1,0,0,0,0,1,0,0,0,0,4,1,2,2,0,0,0,0,NA,NA,NA,NA,4,4,4,2,0,1,0,0,0,0,NA,NA,0,0,0,0,0,7,9,NA,NA,NA,NA,NA,NA,5,NA,NA,0,NA,0,NA,2,NA,0,NA,0,NA,NA,1239,NA,1,NA
3,NA,2,1,0,0,0,0,0,NA,0,NA,NA,NA,0,0,2,0,0,0,0,0,0,0,NA,NA,NA,NA,5,NA,5,NA,0,NA,7,NA,0,NA,NA,NA,0,0,0,0,0,8,6,NA,NA,1,1,1,5,6,2,1,0,1,0,4,2,0,2,2,0,NA,NA,1240,NA,1,NA
NA,NA,NA,0,0,0,NA,0,0,NA,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,4,4,4,2,0,0,2,0,0,NA,NA,NA,0,0,0,NA,0,2,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1241,NA,1,NA
3,NA,0,0,0,1,0,0,0,NA,0,NA,NA,NA,2,0,2,0,0,0,0,0,0,0,NA,NA,NA,NA,4,NA,4,NA,0,NA,0,0,0,NA,NA,NA,0,0,0,NA,0,4,6,NA,NA,0,1,NA,5,NA,0,0,NA,0,NA,3,NA,0,NA,0,NA,NA,NA,1242,NA,1,NA
3,NA,0,1,0,2,0,0,0,NA,0,NA,0,0,0,0,6,1,3,0,0,0,0,0,NA,NA,NA,NA,4,NA,4,NA,0,NA,0,NA,0,NA,NA,NA,0,0,0,0,2,8,NA,NA,NA,NA,NA,2,NA,4,NA,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA,1243,NA,1,NA
3,NA,1,0,0,1,0,0,0,NA,0,NA,0,0,0,4,3,2,0,0,0,0,0,0,NA,NA,NA,NA,4,4,4,0,0,0,4,0,0,0,NA,NA,0,0,0,NA,0,6,6,NA,NA,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1244,NA,1,NA
3,NA,1,0,0,1,0,0,0,NA,0,NA,0,0,0,0,5,1,0,0,0,0,0,0,NA,NA,NA,NA,5,4,4,NA,0,NA,4,0,0,0,NA,NA,0,0,0,0,0,7,9,NA,NA,2,1,1,5,4,0,0,0,0,0,5,0,0,0,0,0,NA,NA,1245,NA,1,NA
3,NA,1,1,1,1,0,0,0,NA,0,NA,0,0,0,0,3,0,3,3,0,0,0,0,NA,NA,NA,NA,5,NA,4,NA,2,NA,0,0,0,NA,NA,NA,1,0,0,NA,0,0,7,NA,NA,2,1,1,5,NA,0,0,NA,0,0,5,NA,0,NA,0,NA,NA,NA,1246,NA,1,NA
3,NA,0,1,1,1,0,0,0,NA,0,NA,0,0,0,0,3,0,0,0,0,0,0,0,NA,NA,NA,NA,5,4,4,2,0,0,0,0,0,0,NA,NA,0,0,0,0,0,4,7,NA,NA,2,1,2,6,6,3,0,0,1,0,5,3,1,1,4,0,NA,NA,1247,NA,1,NA
3,NA,0,1,2,2,0,0,0,0,0,0,0,0,0,0,2,0,3,0,0,0,0,0,NA,NA,NA,NA,5,5,5,4,0,0,0,0,0,0,NA,NA,0,0,0,0,3,7,9,NA,NA,1,2,NA,5,NA,0,1,NA,0,0,5,NA,0,NA,0,NA,NA,NA,1248,NA,1,NA
3,NA,1,0,2,2,0,0,0,NA,0,NA,0,NA,4,2,5,1,2,0,0,0,0,0,NA,NA,NA,NA,5,NA,5,NA,0,NA,4,NA,0,NA,NA,NA,0,0,0,NA,2,7,9,NA,NA,NA,NA,1,NA,6,NA,NA,NA,NA,0,NA,4,NA,3,NA,0,NA,NA,1249,NA,1,NA
3,NA,0,2,2,2,0,0,0,NA,0,NA,0,NA,0,0,0,0,2,0,0,0,0,0,NA,NA,NA,NA,5,5,4,4,1,0,0,0,0,NA,NA,NA,0,0,0,NA,4,2,4,NA,NA,NA,NA,2,5,4,NA,0,0,NA,0,4,0,0,0,NA,0,NA,NA,1250,NA,1,NA
3,NA,0,0,0,2,0,0,0,NA,0,NA,0,2,0,0,4,1,3,0,0,0,0,0,NA,NA,NA,NA,4,NA,3,NA,0,NA,0,0,0,NA,NA,NA,0,0,0,0,0,3,3,NA,NA,NA,NA,2,NA,4,NA,NA,0,NA,0,NA,0,NA,0,NA,1,NA,NA,1251,NA,1,NA
4,NA,1,3,3,1,0,0,0,NA,0,NA,0,0,3,4,3,0,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,4,NA,4,NA,0,NA,0,NA,0,NA,NA,0,0,0,NA,1,9,9,NA,NA,0,1,NA,5,NA,0,0,NA,0,NA,4,NA,0,NA,0,NA,NA,NA,1252,NA,1,NA
3,NA,1,1,0,0,0,0,0,0,0,1,0,NA,3,0,2,0,0,0,0,0,0,0,NA,NA,NA,NA,4,4,4,2,0,0,3,0,0,0,NA,NA,0,0,0,0,0,3,5,NA,NA,NA,NA,2,NA,4,NA,0,0,NA,1,NA,0,NA,0,NA,0,NA,NA,1253,NA,1,NA
3,NA,0,2,1,2,2,0,0,NA,0,0,NA,NA,0,0,0,0,2,2,0,0,0,0,NA,NA,NA,NA,4,4,4,3,0,NA,0,0,0,0,NA,NA,0,0,0,0,1,8,8,NA,NA,0,NA,NA,5,NA,0,1,NA,0,1,3,NA,0,NA,3,NA,NA,NA,1254,NA,1,NA
3,NA,1,1,0,1,0,0,0,NA,0,NA,0,NA,2,3,3,0,0,2,0,0,0,0,NA,NA,NA,NA,5,4,4,4,0,0,7,0,0,NA,NA,NA,0,0,0,NA,0,5,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,1255,NA,1,NA
3,NA,1,1,1,0,0,0,0,0,0,0,0,0,0,2,3,2,0,0,0,0,0,0,NA,NA,NA,NA,4,4,5,2,0,3,5,0,0,0,NA,NA,0,0,0,0,0,6,4,NA,NA,0,NA,NA,6,NA,0,0,NA,0,NA,3,NA,2,NA,0,NA,NA,NA,1256,NA,1,NA
NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,0,NA,3,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,4,4,4,3,NA,0,0,0,0,0,NA,NA,0,0,0,0,NA,3,6,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,0,NA,0,NA,0,NA,NA,1257,NA,1,NA
NA,NA,0,2,2,2,0,0,0,0,0,0,0,0,0,2,5,1,0,0,NA,0,0,NA,NA,NA,NA,NA,5,5,4,4,0,0,0,0,0,0,NA,NA,0,0,0,0,2,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1258,NA,1,NA
3,NA,0,1,1,1,0,0,0,0,0,0,0,0,0,2,3,0,2,1,1,0,0,0,NA,NA,NA,NA,5,5,NA,0,NA,0,5,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1259,NA,1,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,3,7,8,NA,NA,0,2,2,5,5,0,0,1,0,0,3,2,0,0,0,0,NA,NA,1260,NA,1,NA
NA,NA,NA,NA,NA,1,NA,NA,0,0,0,0,0,0,0,0,4,0,2,NA,0,NA,NA,0,NA,NA,NA,NA,4,4,4,2,0,0,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1261,NA,1,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,6,7,NA,NA,1,1,NA,5,NA,0,1,NA,0,0,4,NA,0,NA,4,NA,NA,NA,1262,NA,1,NA
NA,NA,0,0,1,1,0,0,1,0,0,0,0,0,0,NA,3,0,0,0,0,0,0,0,NA,NA,NA,NA,4,3,4,3,0,NA,0,0,NA,NA,NA,NA,0,0,0,0,2,3,6,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,3,NA,0,NA,1,NA,NA,1263,NA,1,NA
NA,NA,NA,NA,2,2,NA,0,0,0,0,0,NA,0,NA,3,5,0,NA,0,0,0,0,0,NA,NA,NA,NA,5,5,4,2,0,1,3,0,0,0,NA,NA,0,1,0,0,2,4,5,NA,NA,4,1,1,6,5,0,1,0,0,1,4,1,3,0,4,0,NA,NA,1264,NA,1,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1,NA,NA,NA,NA,5,NA,NA,1,0,0,0,0,NA,NA,NA,NA,4,4,5,5,NA,0,5,0,0,5,NA,NA,NA,0,0,0,NA,8,7,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,1265,NA,1,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,6,9,NA,NA,1,1,NA,5,NA,1,0,NA,0,NA,4,NA,0,NA,4,NA,NA,NA,1266,NA,1,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,NA,NA,NA,NA,NA,NA,NA,2,2,0,0,0,NA,NA,NA,NA,5,5,4,4,1,0,0,0,0,0,NA,NA,0,0,0,1,0,0,0,NA,NA,4,1,2,5,4,4,0,0,0,0,4,0,0,0,1,0,NA,NA,1267,NA,1,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,0,0,2,3,2,0,0,0,NA,NA,NA,NA,4,4,5,4,0,0,4,0,0,0,NA,NA,NA,NA,0,0,NA,NA,8,NA,NA,3,1,1,6,6,2,0,0,0,1,4,3,1,2,1,1,NA,NA,1268,NA,1,NA
NA,NA,NA,NA,0,NA,NA,0,0,0,0,0,NA,0,NA,0,5,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,5,4,5,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1269,NA,1,NA
3,NA,1,5,NA,NA,1,NA,0,0,0,0,0,0,4,5,5,0,0,0,0,0,0,0,NA,NA,NA,NA,5,4,4,4,NA,NA,NA,0,NA,0,NA,NA,1,1,0,0,NA,9,5,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,1270,NA,1,NA
1,0,1,2,1,1,0,0,0,NA,0,NA,0,NA,0,0,2,1,2,1,0,0,0,0,NA,NA,NA,NA,5,4,5,4,0,0,6,0,0,0,NA,NA,0,0,0,NA,1,3,8,NA,NA,2,0,0,6,6,3,1,1,0,0,5,4,2,3,0,0,NA,NA,1271,NA,1,NA
3,0,2,2,2,1,0,0,0,NA,0,NA,0,NA,0,0,4,0,0,1,1,0,0,0,NA,NA,NA,NA,5,NA,5,NA,0,NA,6,NA,0,NA,NA,NA,1,1,0,NA,1,1,3,NA,NA,4,0,NA,5,NA,0,1,NA,NA,NA,4,NA,0,NA,3,NA,NA,NA,1272,NA,1,NA
3,0,0,2,2,2,1,1,0,NA,0,NA,NA,NA,1,0,3,0,4,0,0,0,0,0,NA,NA,NA,NA,5,4,5,NA,0,NA,5,NA,0,NA,NA,NA,2,1,0,NA,1,3,4,NA,NA,2,0,NA,6,NA,2,1,0,0,NA,4,NA,2,NA,1,NA,NA,NA,1273,NA,1,NA
3,NA,1,3,3,3,0,1,0,NA,0,NA,0,NA,3,4,4,1,3,0,0,0,0,0,NA,NA,NA,NA,5,4,5,3,0,NA,5,2,0,0,NA,NA,0,1,0,NA,4,3,3,NA,NA,3,0,0,5,5,3,1,0,1,0,5,3,0,0,3,1,NA,NA,1274,NA,1,NA
NA,NA,2,1,1,NA,0,0,0,NA,0,NA,NA,NA,NA,0,2,0,2,0,0,0,0,0,NA,NA,NA,NA,5,NA,4,NA,1,NA,4,2,0,NA,NA,NA,0,0,0,NA,1,3,NA,NA,NA,2,0,NA,5,NA,0,0,NA,0,NA,4,NA,0,NA,1,NA,NA,NA,1275,NA,1,NA
3,1,1,0,1,1,0,0,0,NA,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,5,4,5,2,NA,0,0,0,0,0,NA,NA,0,0,0,NA,3,2,3,NA,NA,2,0,0,5,5,0,0,0,0,0,5,3,0,0,0,0,NA,NA,1276,NA,1,NA
3,0,1,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,5,NA,5,NA,0,NA,0,NA,0,NA,NA,0,0,0,NA,2,2,6,NA,NA,NA,NA,NA,5,NA,NA,1,NA,NA,NA,4,NA,0,NA,0,NA,NA,NA,1277,NA,1,NA
2,0,1,1,1,1,0,0,0,NA,0,NA,0,0,0,5,4,1,1,0,2,0,0,0,NA,NA,NA,NA,5,5,5,4,0,0,0,0,0,0,NA,NA,0,0,0,NA,1,2,3,NA,NA,2,0,1,6,4,1,0,0,1,0,4,0,2,0,0,0,NA,NA,1278,NA,1,NA
3,1,2,2,2,1,0,0,0,NA,0,NA,0,0,0,0,2,0,2,0,0,0,0,0,NA,NA,NA,NA,5,4,5,3,NA,0,0,0,0,0,NA,NA,0,0,0,NA,2,1,5,NA,NA,NA,0,NA,6,NA,0,0,NA,0,NA,4,NA,2,NA,3,NA,NA,NA,1279,NA,1,NA
NA,NA,2,0,0,1,0,0,0,NA,0,NA,0,NA,0,0,3,1,3,3,2,0,0,0,NA,NA,NA,NA,5,5,5,NA,2,NA,2,0,0,NA,NA,NA,0,1,0,NA,2,2,3,NA,NA,3,0,2,5,5,2,1,0,0,0,5,4,0,0,0,0,NA,NA,1280,NA,1,NA
3,0,1,0,2,1,0,0,0,NA,0,NA,0,NA,2,2,4,0,3,NA,NA,0,0,0,NA,NA,NA,NA,5,NA,5,NA,NA,NA,4,NA,0,NA,NA,NA,1,1,0,NA,2,1,8,NA,NA,3,0,NA,5,4,NA,1,0,NA,NA,NA,NA,0,0,NA,0,NA,NA,1281,NA,1,NA
